GifID,GIF URL,VIEWS,RATING,ULD,ULM,ULY,ULT,TRD,TRM,TRY,TRT,TAGS
9JAEgpgAx0yJ4SeXk8,https://giphy.com/gifs/hyperrpg-reaction-excited-9JAEgpgAx0yJ4SeXk8,28442,g,31,5,2018,06:51:16,1,1,2000,00:00:00,reaction|excited|games|mrw|nintendo|shocked|twitch|amazing|rpg|nerd|geek|rose|great|hyper rpg|nerds|nerdy|geeky|geeks|hyperrpg|hyper|mind|hyper_rpg|mind blown|exciting|emily|incredible|blown|overwhelmed|emily rose|frankly|frankly_emily|franklyemily|overwhelming|senseless|mind-boggling|mind boggling|boggling|shocked senseless|GIF|Animated GIF
3ov9jKHtC7LejLWyE8,https://giphy.com/gifs/hyperrpg-hyper-rpg-3ov9jKHtC7LejLWyE8,28437,pg-13,14,9,2017,17:13:05,1,1,2000,00:00:00,game|youtube|live|twitch|rpg|internet|online|death|nerd|geek|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|from|finger|middle finger|hyper|stream|roleplaying|hyper_rpg|role playing|dfa|rude|interweb|insult|fu|gtfo|stfu|whitney|blunt|curse|taunt|mock|hrpg|outrage|above|battletech|insulting|death from above|vulgar|crude|deathfromabove|beltran|the strix|the_strix|coryphee|whitney beltran|phee phee|GIF|Animated GIF
3ohc12zjpfVfkEuRsk,https://giphy.com/gifs/hyperrpg-twitch-hyper-rpg-3ohc12zjpfVfkEuRsk,28351,g,20,1,2018,19:59:20,1,1,2000,00:00:00,twitch|rpg|stop|hyper rpg|hyperrpg|hyper_rpg|dfa|battletech|death from above|deathfromabove|the strix|nonviolence|the_strix|deescalate|GIF|Animated GIF
1gdkJMAfswuGc2GEwG,https://giphy.com/gifs/hyperrpg-game-reaction-1gdkJMAfswuGc2GEwG,28206,g,18,6,2018,22:07:32,1,1,2000,00:00:00,game|reaction|meme|star wars|youtube|angry|reactions|live|mrw|star|mad|memes|twitch|nope|rpg|internet|online|upset|nerd|geek|player|big|and|empire|please|hyper rpg|nerds|d&d|nerdy|geeky|geeks|rage|hyperrpg|wars|hyper|f|stream|roleplaying|hyper_rpg|emma|role playing|pissed|come on|deal|try|rebels|again|pencils and parsecs|interweb|pnp|furious|rebellion|pencilsandparsecs|edge of the empire|scum|pencils|repeat|not impressed|try again|villainy|smugglers|parsecs|bitter|pnp01|offended|fey|emma fyffe|emmafyffe|no idea|outraged|enraged|heated|fyffe|kylara|irritable|bfd|not at all|kylara fey|negatory|nauh|big fing deal|you have no idea|noidea|GIF|Animated GIF
xT0xeBPxdYZAB69vva,https://giphy.com/gifs/hyperrpg-star-wars-twitch-xT0xeBPxdYZAB69vva,28181,g,17,11,2017,23:09:00,1,1,2000,00:00:00,star wars|twitch|hyper rpg|hyperrpg|pencils and parsecs|pnp|regret|emma fyffe|emmafyffe|kylara|edge of empire|hyper space|words to live by|life choices|GIF|Animated GIF
l2RnFqA3FiGum6inS,https://giphy.com/gifs/hyperrpg-star-wars-twitch-l2RnFqA3FiGum6inS,28174,g,24,11,2017,22:42:00,1,1,2000,00:00:00,reaction|star wars|what|confused|twitch|hyper rpg|hyperrpg|pencils and parsecs|pnp|face palm|pencilsandparsecs|emma fyffe|emmafyffe|kylara|edge of empire|GIF|Animated GIF
l0IsGKQyoRJF8wfM4,https://giphy.com/gifs/hyperrpg-hyper-rpg-l0IsGKQyoRJF8wfM4,28153,pg,13,10,2017,22:55:48,1,1,2000,00:00:00,rpg|drunk|hyper rpg|hyperrpg|broken|pencils and parsecs|meta|eren val|joe starr|joestarr187|star wars rpg|GIF|Animated GIF
3Hzd9iybh5MfhbrY9n,https://giphy.com/gifs/hyperrpg-game-reaction-3Hzd9iybh5MfhbrY9n,28152,g,19,6,2018,02:47:20,1,1,2000,00:00:00,game|reaction|meme|sad|reactions|mrw|memes|twitch|bye|rpg|death|dead|nerd|geek|dnd|hyper rpg|nerds|d&d|nerdy|goodbye|geeky|geeks|hyperrpg|drive|hyper|depressed|die|roleplaying|disappointed|hyper_rpg|role playing|questions|game show|adios|trivia|see ya|later|ciao|heartbroken|jeopardy|ded|disappoint|hyper drive|hyperdrive|branson|laters|branson nejame|mrpianopants|nejame|laterz|2099|jeopardy2099|jeopardy 2099|GIF|Animated GIF
3ohs7Y4T5l561uZuzS,https://giphy.com/gifs/hyperrpg-star-wars-twitch-3ohs7Y4T5l561uZuzS,28140,g,8,12,2017,20:18:45,1,1,2000,00:00:00,reaction|star wars|what|omg|confused|twitch|surprise|gross|hyper rpg|hyper_rpg|pencils and parsecs|disgust|pnp|kym canon|edge of empire|kymcanon|aio|GIF|Animated GIF
RKJnApdhHxSad5l3aZ,https://giphy.com/gifs/hyperrpg-game-funny-RKJnApdhHxSad5l3aZ,28072,g,26,8,2018,01:34:58,1,1,2000,00:00:00,game|funny|cute|reaction|meme|comedy|reactions|mrw|memes|twitch|rpg|adorable|nerd|geek|comics|silly|dnd|gross|quote|hyper rpg|comic|hilarious|nerds|d&d|nerdy|geeky|geeks|joke|spiderman|hyperrpg|pain|sick|drive|hyper|quotes|hurt|cookie|roleplaying|hyper_rpg|awww|role playing|lucas|villain|villains|painful|eubank|hyper drive|hyperdrive|agony|Sentinel|groan|ache|discomfort|lucas eubank|lucaseuspank|sentinel comics|sentinelcomicsrpg|i dont feel so good|i dont feel good|i do no feel so good|i do not feel good|GIF|Animated GIF
9Jvcf3hC9UuCjaNiCB,https://giphy.com/gifs/hyperrpg-game-reaction-9Jvcf3hC9UuCjaNiCB,28058,g,24,4,2018,05:31:34,1,1,2000,00:00:00,game|happy|reaction|comedy|yes|youtube|excited|reactions|live|black|shocked|twitch|rpg|good|internet|awesome|online|yay|power|nerd|okay|geek|react|joy|and|dnd|great|go|nerds|d&d|nerdy|geeky|geeks|yas|hyperrpg|paper|job|hyper|dice|stream|tabletop|good job|true|nod|agree|roll|die|roleplaying|content|power rangers|rolling|role playing|fine|force|si|yep|eddie|streaming|pen|interweb|rangers|shocking|fantastic|amused|cheerful|yasss|joyful|impressive|yea|edward|banks|agreed|delighted|entertained|ranger|saban|go go|hyperforce|hyper force|affirmative|roleplayer|pen and paper|sabans|concur|blue ranger|blacknerd|andre meadows|black nerd|edward banks xxv|edward banks|eddie banks xxv|eddie banks|GIF|Animated GIF
3ohjUQfOeRzsHKPllK,https://giphy.com/gifs/hyperrpg-twitch-hyper-rpg-3ohjUQfOeRzsHKPllK,28057,g,23,1,2018,05:11:29,1,1,2000,00:00:00,game|youtube|live|twitch|rpg|internet|online|nerd|geek|dnd|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|stream|roleplaying|hyper_rpg|power rangers|save|role playing|morph|chloe|interweb|hashtag|saban|hyperforce|hyper force|pink ranger|strawburry17|meghan camarena|savemarv|save marv|GIF|Animated GIF
3o6fJb2Z0e9e3timUU,https://giphy.com/gifs/hyperrpg-comic-twitch-3o6fJb2Z0e9e3timUU,27959,pg-13,16,11,2017,00:32:02,1,1,2000,00:00:00,twitch|rpg|hyper rpg|comic|hyperrpg|vanquished|zac eubank|valiant|zaceubank|arentweclever|my name is|dick butt|lead narrator|GIF|Animated GIF
xT0xeGpDJ6QPPGGwMM,https://giphy.com/gifs/hyperrpg-star-wars-twitch-xT0xeGpDJ6QPPGGwMM,27935,g,17,11,2017,23:11:02,1,1,2000,00:00:00,star wars|twitch|surprise|spoilers|hyper rpg|hyperrpg|pencils and parsecs|lives|pnp|twist|hector navarro|emma fyffe|hectorisfunny|emmafyffe|huuurgh|kym canon|kylara|edge of empire|kymcanon|aio|eren val|joe starr|ninjanomics101|joestarr187|cameron rice|jurassicalien|fiddler|GIF|Animated GIF
3eTFXoo3soTFRndq0U,https://giphy.com/gifs/hyperrpg-game-reaction-3eTFXoo3soTFRndq0U,27906,g,1,5,2018,22:38:32,1,1,2000,00:00:00,game|happy|reaction|meme|excited|live|memes|twitch|magic|cosplay|rpg|internet|online|monster|power|nerd|geek|react|joy|and|dnd|evil|quote|go|nerds|d&d|nerdy|my|geeky|geeks|hyperrpg|costume|paper|make|hyper|dice|stream|tabletop|roll|die|roleplaying|content|power rangers|rolling|role playing|master|force|gm|dm|streaming|pen|interweb|rangers|amused|dungeon|cheerful|joyful|grow|rita|delighted|entertained|ranger|dungeon master|saban|lim|go go|hyperforce|hyper force|sinister|roleplayer|dungeonmaster|pen and paper|sabans|gamemaster|malika lim|malika|hello_malika|rita repulsa|hellomalika|repulsa|make my monster grow|GIF|Animated GIF
3480Vsr1uZkVT6VnRy,https://giphy.com/gifs/hyperrpg-game-reaction-3480Vsr1uZkVT6VnRy,27876,g,18,4,2018,04:32:59,1,1,2000,00:00:00,game|cute|reaction|sexy|star wars|hot|youtube|reactions|live|star|twitch|beautiful|rpg|a|adorable|internet|online|nerd|geek|player|and|empire|hyper rpg|nerds|d&d|nerdy|handsome|geeky|geeks|hyperrpg|dating|flirt|date|flirting|wars|hyper|stream|roleplaying|hyper_rpg|joe|role playing|rebels|on|pencils and parsecs|your|interweb|pnp|rebellion|pencilsandparsecs|edge of the empire|scum|impressed|eren|pencils|villainy|smugglers|parsecs|pnp01|poet|charm|val|hawt|turned|starr|aroused|youre|impress|turned on|eren val|joe starr|joestarr187|youre a poet|GIF|Animated GIF
xT0xesweInaLbWVQVG,https://giphy.com/gifs/hyperrpg-reaction-wink-xT0xesweInaLbWVQVG,27742,g,6,12,2017,05:39:08,1,1,2000,00:00:00,reaction|wink|dnd|hyper rpg|hyperrpg|winking|cucumber|perception check|cucumberlives|GIF|Animated GIF
8wf7kXsD7FjHnbqDM9,https://giphy.com/gifs/hyperrpg-game-reaction-8wf7kXsD7FjHnbqDM9,27706,g,11,6,2018,01:35:21,1,1,2000,00:00:00,game|reaction|horror|angry|reactions|mrw|creepy|scary|mad|twitch|zombie|rpg|a|upset|zombies|nerd|geek|player|dnd|the|spooky|hyper rpg|nerds|d&d|nerdy|geeky|geeks|rage|hyperrpg|terror|hyper|jessica|roleplaying|hyper_rpg|role playing|pissed|ten|10|candles|fury|furious|spoopy|volume|bitter|offended|cockroach|groaning|anthology|outraged|blame|enraged|heated|10 candles|10candles|tencandles|irritable|verdi|groan|cockroaches|jessica lynn verdi|jessicaverdi|your fault|affected|blaming|accusation|volume a|the affected|this is your fault|GIF|Animated GIF
26n7bdtd0wpijuKBi,https://giphy.com/gifs/hyperrpg-star-wars-hyper-rpg-26n7bdtd0wpijuKBi,27646,pg,6,10,2017,23:56:14,1,1,2000,00:00:00,reaction|star wars|excited|wow|reactions|star|shocked|hyper rpg|hyperrpg|wars|woah|omfg|pencils and parsecs|hector|navarro|canon|holy|pencilsandparsecs|hector navarro|hectorisfunny|huuurgh|kym canon|kymcanon|aio|kym|zomg|chiss|GIF|Animated GIF
3ov9jDfWPu3YXNjw7S,https://giphy.com/gifs/hyperrpg-what-shocked-3ov9jDfWPu3YXNjw7S,27619,g,28,9,2017,15:48:16,1,1,2000,00:00:00,game|wtf|what|confused|shocked|twitch|rpg|nerd|geek|dnd|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|frustrated|hyper|roleplaying|hyper_rpg|role playing|wut|kelly|frustration|confusion|dazed|flustered|puzzled|baffled|bewildered|befuddled|fluster|nugent|kellynugee|kelly nugent|betty pastures|GIF|Animated GIF
9VgpGQt1c1UjF6QSG4,https://giphy.com/gifs/hyperrpg-game-reaction-9VgpGQt1c1UjF6QSG4,27611,g,2,7,2018,23:09:00,1,1,2000,00:00:00,game|reaction|sad|cartoon|reactions|mrw|twitch|rpg|ok|nerd|geek|dnd|hyper rpg|sassy|nerds|d&d|nerdy|geeky|geeks|hyperrpg|hyper|jessica|depressed|roleplaying|disappointed|hyper_rpg|role playing|fine|attitude|sarcasm|sass|sarcastic|blake|alright|cheeky|heartbroken|toon|scooby|scooby-doo|disappoint|daphne|not really|where are you|verdi|doo|tude|jessica lynn verdi|jessicaverdi|scoobydoo|daphne blake|scoobydoorpg|but not really|GIF|Animated GIF
xT9IgFguv1a4th34aI,https://giphy.com/gifs/hyperrpg-hyper-rpg-xT9IgFguv1a4th34aI,27565,g,2,10,2017,17:34:56,1,1,2000,00:00:00,reactions|rpg|hyper rpg|hyperrpg|hrpg|oregon trail|sally jordan|sillyjupiter|oregon trail rpg|GIF|Animated GIF
DCcK2tWmKjk5IssWaW,https://giphy.com/gifs/hyperrpg-game-reaction-DCcK2tWmKjk5IssWaW,27504,pg,7,3,2018,00:08:56,1,1,2000,00:00:00,game|reaction|star wars|youtube|angry|reactions|live|star|running|mad|scared|twitch|run|rpg|internet|online|upset|nerd|geek|race|scream|player|and|empire|racing|hyper rpg|it|nerds|d&d|nerdy|geeky|geeks|rage|emotion|hyperrpg|frustrated|out|fear|screaming|nervous|wars|hyper|stream|emotions|roleplaying|hyper_rpg|yelling|role playing|pissed|rebels|freak|yell|afraid|stressed|pencils and parsecs|interweb|hector|pnp|anxious|concerned|navarro|furious|lose|rebellion|terrified|pencilsandparsecs|edge of the empire|scum|pencils|hector navarro|villainy|smugglers|parsecs|bitter|pnp01|offended|hectorisfunny|outraged|tense|fearful|enraged|heated|huuurgh|panicked|irritable|timid|fluster|screwed|freaked|boned|GIF|Animated GIF
3ov9jUMFCVWJGhANX2,https://giphy.com/gifs/hyperrpg-hyper-rpg-3ov9jUMFCVWJGhANX2,27504,pg-13,14,9,2017,17:14:47,1,1,2000,00:00:00,rpg|hyper rpg|hyperrpg|zac eubank|hrpg|zaceubank|i am cornholio|GIF|Animated GIF
l2RnmUWY4o8UJOmL6,https://giphy.com/gifs/hyperrpg-star-wars-twitch-l2RnmUWY4o8UJOmL6,27495,g,24,11,2017,22:43:05,1,1,2000,00:00:00,reaction|star wars|what|confused|twitch|hyper rpg|friendship|really|hyperrpg|pencils and parsecs|pnp|emma fyffe|emmafyffe|kym canon|kylara|edge of empire|kymcanon|aio|GIF|Animated GIF
3ohc13hhrPbtEjWbMk,https://giphy.com/gifs/hyperrpg-christmas-holiday-3ohc13hhrPbtEjWbMk,27478,g,2,1,2018,23:22:25,1,1,2000,00:00:00,christmas|twitch|rpg|perfect|holiday|dnd|pride|hyper rpg|hyperrpg|cheer|hyper_rpg|power rangers|merry|confidence|saban|hyperforce|hyper force|black ranger|vesper|cristina vee|cristinavee|knew it|GIF|Animated GIF
xT8pe2RthEmWgjeoTe,https://giphy.com/gifs/hyperrpg-dance-reaction-xT8pe2RthEmWgjeoTe,27442,g,25,1,2018,02:26:14,1,1,2000,00:00:00,dance|reaction|party|jump|hyper rpg|hyperrpg|beat|pumped|zac eubank|zaceubank|arentweclever|shyguyexpress|matt acevedo|jump around|alex niedt|dropmix|alexniedt|dropmix dance party|music drop the beat|GIF|Animated GIF
ywI5yJrRbKTkfFH83i,https://giphy.com/gifs/hyperrpg-game-reaction-ywI5yJrRbKTkfFH83i,27305,pg-13,4,4,2018,01:51:48,1,1,2000,00:00:00,game|happy|reaction|star wars|youtube|excited|reactions|live|star|twitch|rpg|action|internet|online|nerd|geek|gun|player|joy|and|empire|boom|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|wars|hyper|stream|glass|shoot|shooting|toy|laser|roleplaying|hyper_rpg|content|bang|role playing|rebels|violence|pencils and parsecs|interweb|amused|pnp|cheerful|joyful|rebellion|seth|pencilsandparsecs|edge of the empire|actions|scum|pencils|keith|delighted|entertained|villainy|smugglers|parsecs|pnp01|lazer|blaster|pew|blam|shatter|prop|silverstein|keith silverstein|silvertalkie|klev|klev seth|laser beam|k'lev seth|GIF|Animated GIF
yvoiKW33kTJiBefcF6,https://giphy.com/gifs/hyperrpg-game-reaction-yvoiKW33kTJiBefcF6,27253,pg,26,8,2018,01:47:36,1,1,2000,00:00:00,game|reaction|meme|fail|reactions|water|mrw|memes|twitch|rpg|nerd|geek|dnd|lost|gross|hyper rpg|nerds|d&d|nerdy|geeky|geeks|ouch|hyperrpg|pain|sick|hyper|down|hurt|balloon|roleplaying|hyper_rpg|splash|fails|role playing|wet|loser|epic fail|ceo|failure|zac|game over|overlord|painful|lim|defeat|zac eubank|eubank|defeated|epicfail|agony|zaceubank|groan|gameover|ceooverlord|ceo overlord|oversnort|nut shot|ache|soaked|water balloon|discomfort|epic fails|drenched|splish|ouchie|ouchies|epic failure|GIF|Animated GIF
3oKIP6OLBPTazmBo3e,https://giphy.com/gifs/hyperrpg-picture-selfie-3oKIP6OLBPTazmBo3e,27220,g,22,6,2017,04:20:32,1,1,2000,00:00:00,picture|selfie|hyper rpg|snapchat|snap|zombie orpheus|metaverse|masters of the metaverse|sarah sanders-ode|GIF|Animated GIF
k82OgUTaAx4k4g8NoH,https://giphy.com/gifs/hyperrpg-game-reaction-k82OgUTaAx4k4g8NoH,27126,g,30,4,2018,05:42:36,1,1,2000,00:00:00,game|reaction|horror|reactions|creepy|scary|scared|twitch|rpg|house|nerd|geek|player|dnd|the|lost|spooky|hyper rpg|it|nerds|d&d|nerdy|geeky|geeks|hyperrpg|out|fear|3|nervous|terror|hyper|roleplaying|hyper_rpg|role playing|ten|kate|10|freak|afraid|three|candles|anxious|concerned|spoopy|lose|freak out|terrified|freaking out|volume|elliott|nightmares|anthology|freakin|tense|fearful|10 candles|10candles|tencandles|freaking|panicked|timid|lose it|kate elliott|katerstweets|lost it|freakin out|the house|volume 3|this show|volume three|weird dreams|GIF|Animated GIF
xT0xeIZ2VxT2GGH23S,https://giphy.com/gifs/hyperrpg-twitch-hyper-rpg-xT0xeIZ2VxT2GGH23S,27087,g,15,11,2017,00:12:43,1,1,2000,00:00:00,dance|happy|reaction|excited|rainbow|twitch|hyper rpg|hyperrpg|power rangers|chloe|saban|hyper force|pink ranger|strawburry17|rainbow burst|GIF|Animated GIF
3ohs7XMX0pmEQaRoxG,https://giphy.com/gifs/hyperrpg-tech-technology-3ohs7XMX0pmEQaRoxG,27062,g,7,11,2017,05:01:39,1,1,2000,00:00:00,tech|technology|yellow|hyper rpg|jack|hyperrpg|power rangers|saban|hyperforce|yellow ranger|paul schrier|schrierpaul|paulschrier|wrist ui|GIF|Animated GIF
8BkqravU7NCgPYzFeY,https://giphy.com/gifs/hyperrpg-game-funny-8BkqravU7NCgPYzFeY,27019,g,7,8,2018,02:55:48,1,1,2000,00:00:00,game|funny|happy|reaction|lol|comedy|smile|excited|reactions|mrw|laughing|twitch|rpg|haha|nerd|geek|silly|joy|dnd|smiling|evil|lmao|hyper rpg|hilarious|nerds|d&d|nerdy|geeky|geeks|joke|hyperrpg|point|hyper|roleplaying|hyper_rpg|content|pointing|steve|role playing|banner|hehe|this|rofl|grin|giggle|pun|amused|cheerful|joyful|that|saga|puns|delighted|entertained|versus|grinning|zaragoza|caravan|steve zaragoza|stoic|lawl|tehe|banner saga|lawls|bannersaga|there it is|stoic studio|versus evil|bannersagarpg|stevezaragoza|adrik|GIF|Animated GIF
3ov9ka32gtzozzeS1a,https://giphy.com/gifs/hyperrpg-hyper-rpg-3ov9ka32gtzozzeS1a,27015,pg-13,14,9,2017,17:02:39,1,1,2000,00:00:00,game|no|star wars|youtube|angry|live|mrw|star|twitch|nope|rpg|internet|online|nerd|geek|player|and|empire|annoyed|hyper rpg|nerds|d&d|nerdy|geeky|geeks|anger|hyperrpg|frustrated|wars|hyper|stream|roleplaying|hyper_rpg|role playing|rebels|pencils and parsecs|interweb|frustration|pnp|canon|hell no|rebellion|pencilsandparsecs|edge of the empire|scum|pencils|villainy|smugglers|parsecs|pnp01|irritated|argh|noo|hrpg|kym canon|kymcanon|aio|aio corvica|kym|corvica|tmw|heck no|tamw|GIF|Animated GIF
xUOwG4Yc6aAfDDKvja,https://giphy.com/gifs/hyperrpg-dance-dancing-xUOwG4Yc6aAfDDKvja,26946,g,28,1,2018,01:31:20,1,1,2000,00:00:00,dance|dancing|disney|twitch|rpg|action|hyper rpg|hyperrpg|goofy|hyper_rpg|jiggy|hyper drive|dani fernandez|msdanifernandez|made by uberbaldy|GIF|Animated GIF
l1K9DPTUeQcBjYA7e,https://giphy.com/gifs/hyperrpg-omg-hyper-rpg-l1K9DPTUeQcBjYA7e,26857,g,27,6,2017,02:02:38,1,1,2000,00:00:00,omg|hyper rpg|pencils and parsecs|bert jennings|flail|get in here|GIF|Animated GIF
xT4Ap4Phk5sHaUKVLG,https://giphy.com/gifs/hyperrpg-twitch-xT4Ap4Phk5sHaUKVLG,26839,pg,2,11,2017,23:08:44,1,1,2000,00:00:00,twitch|rpg|hyper rpg|hyperrpg|trust|shady|karen|vanquished|valiant|danielle radford|danielleradford|GIF|Animated GIF
3ov9jTzcjESRMO4bU4,https://giphy.com/gifs/hyperrpg-hyper-rpg-3ov9jTzcjESRMO4bU4,26832,pg-13,14,9,2017,16:47:23,1,1,2000,00:00:00,what|rpg|hyper rpg|hyperrpg|hrpg|outrage|girls guts glory|GIF|Animated GIF
3ohs4jfFyGr2V0NgyI,https://giphy.com/gifs/hyperrpg-harry-potter-twitch-3ohs4jfFyGr2V0NgyI,26797,g,28,1,2018,01:20:05,1,1,2000,00:00:00,happy|reaction|smile|twitch|harry potter|rpg|yay|joy|hyper rpg|hyperrpg|hyper_rpg|hyper drive|katerstweets|made by annamberg1|GIF|Animated GIF
88i7EbY4Hxsxf1jCN2,https://giphy.com/gifs/hyperrpg-game-reaction-88i7EbY4Hxsxf1jCN2,26745,g,2,7,2018,01:08:04,1,1,2000,00:00:00,game|reaction|meme|horror|reactions|mrw|creepy|scary|scared|memes|twitch|rpg|death|dead|nerd|geek|player|dnd|gross|spooky|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|hate|fear|nervous|terror|hyper|not|mike|die|roleplaying|hyper_rpg|5|role playing|want|ten|do|10|five|afraid|disgusted|candles|disgust|do not want|trouble|anxious|concerned|spoopy|terrified|dislike|volume|chimp|ded|wrecked|anthology|charley|tense|fearful|10 candles|tencandles|10candles|panicked|timid|screwed|doomed|in trouble|closetheloop|close the loop|synchroneity|ginn|mike ginn|mikeginn|volume 5|charley chimp|volume five|boned|GIF|Animated GIF
BWoorrydi00uRmlaNX,https://giphy.com/gifs/hyperrpg-game-funny-BWoorrydi00uRmlaNX,26721,g,21,8,2018,00:46:26,1,1,2000,00:00:00,game|funny|reaction|meme|comedy|reactions|mrw|memes|twitch|drama|rpg|nerd|geek|silly|big|dnd|evil|hyper rpg|sassy|hilarious|nerds|d&d|nerdy|geeky|geeks|joke|hyperrpg|hyper|f|roleplaying|hyper_rpg|steve|role playing|attitude|deal|sass|banner|dramatic|cheeky|saga|versus|not impressed|dont care|zaragoza|caravan|bfd|tude|steve zaragoza|stoic|big fing deal|banner saga|bannersaga|stoic studio|versus evil|bannersagarpg|do not care|stevezaragoza|the drama|save the drama|adrik|save the drama for yo momma|care not|save the drama for your momma|GIF|Animated GIF
jnTmZi48tOyiycdQtk,https://giphy.com/gifs/hyperrpg-game-reaction-jnTmZi48tOyiycdQtk,26666,g,18,6,2018,22:11:57,1,1,2000,00:00:00,game|cute|happy|reaction|meme|smile|star wars|youtube|excited|reactions|live|mrw|star|memes|twitch|rpg|adorable|internet|online|nerd|me|geek|player|joy|and|smiling|empire|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|wars|hyper|stream|roleplaying|hyper_rpg|content|emma|awww|role playing|rebels|pencils and parsecs|interweb|grin|amused|pnp|cheerful|joyful|rebellion|pencilsandparsecs|edge of the empire|scum|pencils|delighted|entertained|villainy|smugglers|parsecs|pnp01|grinning|fey|emma fyffe|emmafyffe|fyffe|kylara|kylara fey|it me|thats me|thatsme|that me|itme|that is me|GIF|Animated GIF
3OzPVjiTWSAlOzEomK,https://giphy.com/gifs/hyperrpg-game-black-and-white-3OzPVjiTWSAlOzEomK,26664,g,19,4,2018,02:43:23,1,1,2000,00:00:00,game|horror|black and white|what|scary|confused|twitch|rpg|nerd|geek|dnd|classic|spooky|hyper rpg|nerds|d&d|nerdy|huh|geeky|geeks|hyperrpg|terror|of|hyper|roleplaying|hyper_rpg|role playing|kate|confusion|mistake|tales|understand|hear|elliott|hearing|bloodcurdling|kate elliott|katerstweets|oldie|misunderstanding|what what|bctt|bloodcurdling tales of terror|i dont|GIF|Animated GIF
xT9IgM0DojoTQkOPWU,https://giphy.com/gifs/hyperrpg-star-wars-hyper-rpg-xT9IgM0DojoTQkOPWU,26627,pg,30,9,2017,00:22:38,1,1,2000,00:00:00,star wars|evil|hyper rpg|pencils and parsecs|bert|bert jennings|ninjanomics101|ninjanomics|GIF|Animated GIF
3ov9jUh4Ga7g0eacrS,https://giphy.com/gifs/hyperrpg-yes-okay-3ov9jUh4Ga7g0eacrS,26626,g,28,9,2017,15:52:52,1,1,2000,00:00:00,yes|okay|hyper rpg|good job|kc|nailed it|you got it|rmogge|GIF|Animated GIF
9xk1xeuHKz48cm7cnu,https://giphy.com/gifs/hyperrpg-game-dance-9xk1xeuHKz48cm7cnu,26538,g,4,5,2018,06:41:35,1,1,2000,00:00:00,game|dance|music|happy|reaction|dancing|excited|reactions|live|test|twitch|rpg|like|internet|online|singing|nerd|geek|player|joy|dnd|cheers|clapping|clap|musical|applause|hyper rpg|nerds|d&d|nerdy|sing|geeky|geeks|hyperrpg|cheer|data|hyper|stream|roleplaying|hyper_rpg|content|role playing|rogue|improv|interweb|praise|standing|amused|dungeon|cheerful|inc|joyful|conspiracy|volunteer|roguelike|lighter|delighted|entertained|melody|medication|omar|kudos|analyst|rogue like|incorporated|compliant|subject|roguelike01|jiggy|standing ovation|huzzah|ovation|bumping|acclaim|into it|omar najam|najam|omarnajam|GIF|Animated GIF
26wkzsKfnXtVRBnVe,https://giphy.com/gifs/hyperrpg-star-wars-space-26wkzsKfnXtVRBnVe,26490,g,10,1,2018,23:20:35,1,1,2000,00:00:00,star wars|space|twitch|hyper rpg|hyper_rpg|pencils and parsecs|pnp|minute|emma fyffe|emmafyffe|kylara|edge of empire|polite|personal space|stawp|private moment|give us a minute|GIF|Animated GIF
8gx30lbJPvieZr1oZ5,https://giphy.com/gifs/hyperrpg-game-funny-8gx30lbJPvieZr1oZ5,26481,g,13,8,2018,03:15:53,1,1,2000,00:00:00,game|funny|cute|reaction|meme|comedy|reactions|fight|mrw|memes|twitch|magic|rpg|adorable|nerd|me|geek|silly|dnd|evil|hyper rpg|it|hilarious|nerds|d&d|nerdy|with|geeky|geeks|attack|witch|joke|deal with it|hyperrpg|lightning|hyper|roleplaying|hyper_rpg|bro|proud|come|awww|role playing|at|deal|banner|violence|confident|witches|saga|spell|come at me bro|bold|versus|satisfied|spells|cocky|come at me|trisha|brah|trisha hershberger|caravan|stoic|self-assured|hershberger|thatgrltrish|banner saga|bannersaga|stoic studio|versus evil|bannersagarpg|attac|ride the lightning|isgerd|ride the|GIF|Animated GIF
3ov9k9jaT3T5yL8KgU,https://giphy.com/gifs/hyperrpg-hyper-rpg-3ov9k9jaT3T5yL8KgU,26448,pg-13,14,9,2017,17:08:45,1,1,2000,00:00:00,food|show|twitch|rpg|eating|nerd|geek|hyper rpg|nerds|nerdy|geeky|geeks|hyperrpg|drive|hyper|parody|hyper_rpg|improv|raccoon|racoon|hrpg|hyper drive|hyperdrive|critic|trash panda|trashpanda|racoon food critic|GIF|Animated GIF
